[2019-08-14 15:40:44,644]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 15:40:44,644]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 15:40:44,914]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 15:40:44,914]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 15:40:46,261]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:40:46,261]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:40:44.257403', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.0013701915740967, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 15:40:46,648]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:40:46,648]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:40:44.644766', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.001216411590576, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 15:40:46,913]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 15:40:46,913]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 15:40:46,918]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:40:46,918]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:40:44.914612', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.0011885166168213, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 15:40:47,265]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 15:40:47,265]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 15:40:47,492]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 15:40:47,492]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 15:40:48,917]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:40:48,917]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:40:46.913820', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.0007965564727783, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 15:40:49,269]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:40:49,270]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:40:47.265792', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.0008726119995117, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 15:40:49,496]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
[2019-08-14 15:40:49,497]-[CRITICAL]-[main]-[71]   {'case_id': 'ASyncGetHistoryDataObjectRecordSets_1', 'date': '2019-08-14 15:40:47.492662', 'status': '结束', 'exec_point': 'end', 'result_code': 1, 'totle_time': 2.0009307861328125, 'check_case': '暂时没想到咋校验', 'check_result': 'success', 'data_count': 0}
[2019-08-14 16:18:04,701]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 16:18:04,702]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 16:18:05,042]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 16:18:05,042]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 16:18:05,335]-[CRITICAL]-[main]-[59]   Run Test: ASyncGetHistoryDataObjectRecordSets_1
[2019-08-14 16:18:05,335]-[INFO]-[history_pb_requests]-[19]   start make pb_request.
[2019-08-14 16:18:06,705]-[INFO]-[api]-[267]   async_GetHistoryDataObjectRecordSetsRequest success!
